Ruta,Territorio,Subdireccion,Zona,Sucursal,Marca,Base,Unidad de Negocio,País,Region,Sucursal Original,Nomenclatura
MOCHIS-PU-R1,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Mochis La Moderna,PU
MOCHIS-PU-R2,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Mochis La Moderna,PU
MOCHIS-PU-R3,Norte,Pacifico Sur,Mochis,Mochis La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Mochis La Moderna,PU
MOCHIS-LL-R3,Norte,Pacifico Sur,Mochis,Mochis Presico LL-P,Presico,La Lupita,Présico,México,México,Mochis Presico,LL
MOCHIS-LL-R4,Norte,Pacifico Sur,Mochis,Mochis Presico LL-P,Presico,La Lupita,Présico,México,México,Mochis Presico,LL
MOCHIS-P-R1,Norte,Pacifico Sur,Mochis,Mochis Presico LL-P,Presico,Presico MX,Présico,México,México,Mochis Presico,P
MOCHIS-P-R3,Norte,Pacifico Sur,Mochis,Mochis Presico LL-P,Presico,Presico MX,Présico,México,México,Mochis Presico,P
MOCHIS-P-R7,Norte,Pacifico Sur,Mochis,Mochis Presico LL-P,Presico,Presico MX,Présico,México,México,Mochis Presico,P
TEPIC-LL-R1,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Tepic La Moderna,LL
TEPIC-LL-R2,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Tepic La Moderna,LL
TEPIC-LL-R3,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Tepic La Moderna,LL
TEPIC-M-R1,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Tepic La Moderna,M
TEPIC-M-R2,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Tepic La Moderna,M
TEPIC-M-R3,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Tepic La Moderna,M
TEPIC-M-R4,Centro,Centro,Tepic,Tepic La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Tepic La Moderna,M
TEPIC-C-R6,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,La Casita,Présico,México,México,Tepic Presico,C
TEPIC-C-R7,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,La Casita,Présico,México,México,Tepic Presico,C
TEPIC-C-R8,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,La Casita,Présico,México,México,Tepic Presico,C
TEPIC-LG-R1,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,La Guerita,Présico,México,México,Tepic Presico,LG
TEPIC-LG-R2,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,La Guerita,Présico,México,México,Tepic Presico,LG
TEPIC-P-R1,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,Presico MX,Présico,México,México,Tepic Presico,P
TEPIC-P-R2,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,Presico MX,Présico,México,México,Tepic Presico,P
TEPIC-P-R4,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,Presico MX,Présico,México,México,Tepic Presico,P
TEPIC-P-R6,Centro,Centro,Tepic,Tepic Presico C-LG-P,Presico,Presico MX,Présico,México,México,Tepic Presico,P
ACAYUCAN-P-R2,Sur,Golfo,Coatzacoalcos,Acayucan Presico P-PU,Presico,Presico MX,Présico,México,México,Acayucan Presico,P
ACAYUCAN-PU-R1,Sur,Golfo,Coatzacoalcos,Acayucan Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Acayucan Presico,PU
ACAYUCAN-PU-R3,Sur,Golfo,Coatzacoalcos,Acayucan Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Acayucan Presico,PU
COATZACOALCOS-M-R1,Sur,Golfo,Coatzacoalcos,Coatzacoalcos La Moderna,La Moderna,La Moderna,Présico,México,México,Coatzacoalcos La Moderna,M
COATZACOALCOS-M-R2,Sur,Golfo,Coatzacoalcos,Coatzacoalcos La Moderna,La Moderna,La Moderna,Présico,México,México,Coatzacoalcos La Moderna,M
COATZACOALCOS-M-R4,Sur,Golfo,Coatzacoalcos,Coatzacoalcos La Moderna,La Moderna,La Moderna,Présico,México,México,Coatzacoalcos La Moderna,M
COATZACOALCOS-C-R3,Sur,Golfo,Coatzacoalcos,Coatzacoalcos Presico C-LG-P,Presico,La Casita,Présico,México,México,Coatzacoalcos Presico,C
COATZACOALCOS-C-R4,Sur,Golfo,Coatzacoalcos,Coatzacoalcos Presico C-LG-P,Presico,La Casita,Présico,México,México,Coatzacoalcos Presico,C
COATZACOALCOS-LG-R1,Sur,Golfo,Coatzacoalcos,Coatzacoalcos Presico C-LG-P,Presico,La Guerita,Présico,México,México,Coatzacoalcos Presico,LG
COATZACOALCOS-P-R2,Sur,Golfo,Coatzacoalcos,Coatzacoalcos Presico C-LG-P,Presico,Presico MX,Présico,México,México,Coatzacoalcos Presico,P
COATZACOALCOS-P-R5,Sur,Golfo,Coatzacoalcos,Coatzacoalcos Presico C-LG-P,Presico,Presico MX,Présico,México,México,Coatzacoalcos Presico,P
MARTINEZ DE LA TORRE-C-R1,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Casita,La Casita,La Casita,Présico,México,México,Martinez De La Torre La Casita,C
MARTINEZ DE LA TORRE-C-R2,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Casita,La Casita,La Casita,Présico,México,México,Martinez De La Torre La Casita,C
MARTINEZ DE LA TORRE-C-R4,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Casita,La Casita,La Casita,Présico,México,México,Martinez De La Torre La Casita,C
MARTINEZ DE LA TORRE-LG-R1,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Martinez De La Torre La Moderna,LG
MARTINEZ DE LA TORRE-M-R1,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Martinez De La Torre La Moderna,M
MARTINEZ DE LA TORRE-M-R2,Sur,Golfo,Martinez de la Torre,Martinez De La Torre La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Martinez De La Torre La Moderna,M
MARTINEZ DE LA TORRE-P-R1,Sur,Golfo,Martinez de la Torre,Martinez De La Torre Presico,Presico,Presico MX,Présico,México,México,Martinez De La Torre Presico,P
MARTINEZ DE LA TORRE-P-R2,Sur,Golfo,Martinez de la Torre,Martinez De La Torre Presico,Presico,Presico MX,Présico,México,México,Martinez De La Torre Presico,P
MARTINEZ DE LA TORRE-PU-R1,Sur,Golfo,Martinez de la Torre,Martinez De La Torre PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Martinez De La Torre PU,PU
MARTINEZ DE LA TORRE-PU-R2,Sur,Golfo,Martinez de la Torre,Martinez De La Torre PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Martinez De La Torre PU,PU
MARTINEZ DE LA TORRE-PU-R3,Sur,Golfo,Martinez de la Torre,Martinez De La Torre PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Martinez De La Torre PU,PU
MISANTLA-C-R1,Sur,Golfo,Martinez de la Torre,Misantla La Guerita C-LG,La Guerita,La Casita,Présico,México,México,Misantla La Guerita,C
MISANTLA-LG-R1,Sur,Golfo,Martinez de la Torre,Misantla La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,Misantla La Guerita,LG
MISANTLA-LG-R2,Sur,Golfo,Martinez de la Torre,Misantla La Guerita C-LG,La Guerita,La Guerita,Présico,México,México,Misantla La Guerita,LG
ORIZABA-C-R1,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,La Casita,Présico,México,México,Orizaba La Casita,C
ORIZABA-C-R2,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,La Casita,Présico,México,México,Orizaba La Casita,C
ORIZABA-C-R3,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,La Casita,Présico,México,México,Orizaba La Casita,C
ORIZABA-P-R1,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,Presico MX,Présico,México,México,Orizaba La Casita,P
ORIZABA-P-R2,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,Presico MX,Présico,México,México,Orizaba La Casita,P
ORIZABA-P-R3,Sur,Golfo,Orizaba,Orizaba La Casita C-P,La Casita,Presico MX,Présico,México,México,Orizaba La Casita,P
ORIZABA-M-R1,Sur,Golfo,Orizaba,Orizaba La Moderna LG-M,La Casita,La Moderna,Présico,México,México,Orizaba La Moderna,M
ORIZABA-LG-R1,Sur,Golfo,Orizaba,Orizaba La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Orizaba La Moderna,LG
POZA RICA-C-R1,Sur,Golfo,Poza Rica,Poza Rica La Casita,La Casita,La Casita,Présico,México,México,Poza Rica La Casita,C
POZA RICA-C-R2,Sur,Golfo,Poza Rica,Poza Rica La Casita,La Casita,La Casita,Présico,México,México,Poza Rica La Casita,C
POZA RICA-C-R3,Sur,Golfo,Poza Rica,Poza Rica La Casita,La Casita,La Casita,Présico,México,México,Poza Rica La Casita,C
POZA RICA-C-R4,Sur,Golfo,Poza Rica,Poza Rica La Casita,La Casita,La Casita,Présico,México,México,Poza Rica La Casita,C
POZA RICA-M-R1,Sur,Golfo,Poza Rica,Poza Rica La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Poza Rica La Moderna,M
POZA RICA-M-R3,Sur,Golfo,Poza Rica,Poza Rica La Moderna LL-M,La Moderna,La Moderna,Présico,México,México,Poza Rica La Moderna,M
POZA RICA-LG-R1,Sur,Golfo,Poza Rica,Poza Rica Presico LG-P,Presico,La Guerita,Présico,México,México,Poza Rica Presico,LG
POZA RICA-P-R1,Sur,Golfo,Poza Rica,Poza Rica Presico LG-P,Presico,Presico MX,Présico,México,México,Poza Rica Presico,P
POZA RICA-P-R2,Sur,Golfo,Poza Rica,Poza Rica Presico LG-P,Presico,Presico MX,Présico,México,México,Poza Rica Presico,P
POZA RICA-P-R4,Sur,Golfo,Poza Rica,Poza Rica Presico LG-P,Presico,Presico MX,Présico,México,México,Poza Rica Presico,P
POZA RICA-PU-R1,Sur,Golfo,Poza Rica,Poza Rica PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Poza Rica PU,PU
POZA RICA-PU-R2,Sur,Golfo,Poza Rica,Poza Rica PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Poza Rica PU,PU
POZA RICA-PU-R3,Sur,Golfo,Poza Rica,Poza Rica PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Poza Rica PU,PU
POZA RICA-LL-R1,Sur,Golfo,Poza Rica,Poza Rica La Moderna LL-M,La Moderna,La Lupita,Présico,México,México,Poza Rica La Moderna,LL
SAN ANDRES-C-R1,Sur,Golfo,San Andres,San Andres La Casita C-PU,La Casita,La Casita,Présico,México,México,San Andres La Casita,C
SAN ANDRES-C-R3,Sur,Golfo,San Andres,San Andres La Casita C-PU,La Casita,La Casita,Présico,México,México,San Andres La Casita,C
SAN ANDRES-PU-R1,Sur,Golfo,San Andres,San Andres La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Andres La Casita,PU
SAN ANDRES-PU-R3,Sur,Golfo,San Andres,San Andres La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Andres La Casita,PU
SAN ANDRES-PU-R4,Sur,Golfo,San Andres,San Andres La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,San Andres La Casita,PU
SAN ANDRES-LG-R1,Sur,Golfo,San Andres,San Andres La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,San Andres La Moderna,LG
SAN ANDRES-M-R1,Sur,Golfo,San Andres,San Andres La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,San Andres La Moderna,M
SAN ANDRES-M-R2,Sur,Golfo,San Andres,San Andres La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,San Andres La Moderna,M
SAN ANDRES-P-R1,Sur,Golfo,San Andres,San Andres Presico,Presico,Presico MX,Présico,México,México,San Andres Presico,P
SAN ANDRES-P-R3,Sur,Golfo,San Andres,San Andres Presico,Presico,Presico MX,Présico,México,México,San Andres Presico,P
SAN ANDRES-P-R4,Sur,Golfo,San Andres,San Andres Presico,Presico,Presico MX,Présico,México,México,San Andres Presico,P
TUXTEPEC-C-R1,Sur,Golfo,San Andres,Tuxtepec Presico C-LG-P,Presico,La Casita,Présico,México,México,Tuxtepec Presico,C
TUXTEPEC-LG-R1,Sur,Golfo,San Andres,Tuxtepec Presico C-LG-P,Presico,La Guerita,Présico,México,México,Tuxtepec Presico,LG
TUXTEPEC-P-R1,Sur,Golfo,San Andres,Tuxtepec Presico C-LG-P,Presico,Presico MX,Présico,México,México,Tuxtepec Presico,P
VERACRUZ-C-R1,Sur,Golfo,Veracruz,Veracruz La Casita C-PU,La Casita,La Casita,Présico,México,México,Veracruz La Casita,C
VERACRUZ-C-R2,Sur,Golfo,Veracruz,Veracruz La Casita C-PU,La Casita,La Casita,Présico,México,México,Veracruz La Casita,C
VERACRUZ-C-R3,Sur,Golfo,Veracruz,Veracruz La Casita C-PU,La Casita,La Casita,Présico,México,México,Veracruz La Casita,C
VERACRUZ-PU-R1,Sur,Golfo,Veracruz,Veracruz La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Veracruz La Casita,PU
VERACRUZ-PU-R2,Sur,Golfo,Veracruz,Veracruz La Casita C-PU,La Casita,Prestamos Unidos,Présico,México,México,Veracruz La Casita,PU
VERACRUZ-LL-R1,Sur,Golfo,Veracruz,Veracruz La Lupita,La Lupita,La Lupita,Présico,México,México,Veracruz La Lupita,LL
VERACRUZ-LL-R2,Sur,Golfo,Veracruz,Veracruz La Lupita,La Lupita,La Lupita,Présico,México,México,Veracruz La Lupita,LL
VERACRUZ-LL-R3,Sur,Golfo,Veracruz,Veracruz La Lupita,La Lupita,La Lupita,Présico,México,México,Veracruz La Lupita,LL
VERACRUZ-LL-R4,Sur,Golfo,Veracruz,Veracruz La Lupita,La Lupita,La Lupita,Présico,México,México,Veracruz La Lupita,LL
VERACRUZ-LG-R1,Sur,Golfo,Veracruz,Veracruz La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Veracruz La Moderna,LG
VERACRUZ-LG-R2,Sur,Golfo,Veracruz,Veracruz La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Veracruz La Moderna,LG
VERACRUZ-LG-R3,Sur,Golfo,Veracruz,Veracruz La Moderna LG-M,La Moderna,La Guerita,Présico,México,México,Veracruz La Moderna,LG
VERACRUZ-M-R1,Sur,Golfo,Veracruz,Veracruz La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Veracruz La Moderna,M
VERACRUZ-M-R2,Sur,Golfo,Veracruz,Veracruz La Moderna LG-M,La Moderna,La Moderna,Présico,México,México,Veracruz La Moderna,M
VERACRUZ-PC-R1,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Ciudades Presico,Presico CD,Présico,México,México,Veracruz Presico,PC
VERACRUZ-PC-R2,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Ciudades Presico,Presico CD,Présico,México,México,Veracruz Presico,PC
VERACRUZ-P-R1,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Presico,Presico MX,Présico,México,México,Veracruz Presico,P
VERACRUZ-P-R2,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Presico,Presico MX,Présico,México,México,Veracruz Presico,P
VERACRUZ-P-R3,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Presico,Presico MX,Présico,México,México,Veracruz Presico,P
VERACRUZ-P-R4,Sur,Golfo,Veracruz,Veracruz Presico P-PC,Presico,Presico MX,Présico,México,México,Veracruz Presico,P
TEZIUTLAN-C-R1,Sur,Golfo,Xalapa,Teziutlan Presico C-P,Presico,La Casita,Présico,México,México,Teziutlan Presico,C
TEZIUTLAN-P-R1,Sur,Golfo,Xalapa,Teziutlan Presico C-P,Presico,Presico MX,Présico,México,México,Teziutlan Presico,P
TEZIUTLAN-P-R2,Sur,Golfo,Xalapa,Teziutlan Presico C-P,Presico,Presico MX,Présico,México,México,Teziutlan Presico,P
XALAPA-C-R1,Sur,Golfo,Xalapa,Xalapa La Casita,La Casita,La Casita,Présico,México,México,Xalapa La Casita,C
XALAPA-C-R2,Sur,Golfo,Xalapa,Xalapa La Casita,La Casita,La Casita,Présico,México,México,Xalapa La Casita,C
XALAPA-C-R3,Sur,Golfo,Xalapa,Xalapa La Casita,La Casita,La Casita,Présico,México,México,Xalapa La Casita,C
XALAPA-C-R4,Sur,Golfo,Xalapa,Xalapa La Casita,La Casita,La Casita,Présico,México,México,Xalapa La Casita,C
XALAPA-C-R5,Sur,Golfo,Xalapa,Xalapa La Casita,La Casita,La Casita,Présico,México,México,Xalapa La Casita,C
XALAPA-LG-R1,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Guerita,Présico,México,México,Xalapa La Moderna,LG
XALAPA-LG-R2,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Guerita,Présico,México,México,Xalapa La Moderna,LG
XALAPA-LL-R2,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Lupita,Présico,México,México,Xalapa La Moderna,LL
XALAPA-M-R1,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Xalapa La Moderna,M
XALAPA-M-R2,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Xalapa La Moderna,M
XALAPA-M-R3,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Xalapa La Moderna,M
XALAPA-M-R4,Sur,Golfo,Xalapa,Xalapa La Moderna LG-LL-M,La Moderna,La Moderna,Présico,México,México,Xalapa La Moderna,M
XALAPA-PC-R1,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Ciudades Presico,Presico CD,Présico,México,México,Xalapa Presico,PC
XALAPA-P-R1,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-P-R2,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-P-R3,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-P-R4,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-P-R5,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-P-R6,Sur,Golfo,Xalapa,Xalapa Presico P-PC,Presico,Presico MX,Présico,México,México,Xalapa Presico,P
XALAPA-PU-R1,Sur,Golfo,Xalapa,Xalapa PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Xalapa PU,PU
XALAPA-PU-R2,Sur,Golfo,Xalapa,Xalapa PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Xalapa PU,PU
XALAPA-PU-R3,Sur,Golfo,Xalapa,Xalapa PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Xalapa PU,PU
CAMPECHE-C-R2,Sur,Peninsula,Campeche,Campeche La Casita C-LL,La Casita,La Casita,Présico,México,México,Campeche La Casita,C
CAMPECHE-C-R4,Sur,Peninsula,Campeche,Campeche La Casita C-LL,La Casita,La Casita,Présico,México,México,Campeche La Casita,C
CAMPECHE-LL-R4,Sur,Peninsula,Campeche,Campeche La Casita C-LL,La Casita,La Lupita,Présico,México,México,Campeche La Casita,LL
CAMPECHE-M-R1,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Campeche La Moderna,M
CAMPECHE-M-R2,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Campeche La Moderna,M
CAMPECHE-M-R3,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Campeche La Moderna,M
CAMPECHE-M-R4,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,La Moderna,Présico,México,México,Campeche La Moderna,M
CAMPECHE-PU-R1,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Campeche La Moderna,PU
CAMPECHE-PU-R2,Sur,Peninsula,Campeche,Campeche La Moderna M-PU,La Moderna,Prestamos Unidos,Présico,México,México,Campeche La Moderna,PU
CAMPECHE-P-R1,Sur,Peninsula,Campeche,Campeche Presico,Presico,Presico MX,Présico,México,México,Campeche Presico,P
CAMPECHE-P-R2,Sur,Peninsula,Campeche,Campeche Presico,Presico,Presico MX,Présico,México,México,Campeche Presico,P
CAMPECHE-P-R5,Sur,Peninsula,Campeche,Campeche Presico,Presico,Presico MX,Présico,México,México,Campeche Presico,P
CARRILLO PUERTO-C-R1,Sur,Peninsula,Chetumal,Carrillo Puerto Presico C-LL-P,Presico,La Casita,Présico,México,México,Carrillo Puerto Presico,C
CARRILLO PUERTO-C-R2,Sur,Peninsula,Chetumal,Carrillo Puerto Presico C-LL-P,Presico,La Casita,Présico,México,México,Carrillo Puerto Presico,C
CARRILLO PUERTO-LL-R1,Sur,Peninsula,Chetumal,Carrillo Puerto Presico C-LL-P,Presico,La Lupita,Présico,México,México,Carrillo Puerto Presico,LL
CARRILLO PUERTO-P-R1,Sur,Peninsula,Chetumal,Carrillo Puerto Presico C-LL-P,Presico,Presico MX,Présico,México,México,Carrillo Puerto Presico,P
CARRILLO PUERTO-P-R2,Sur,Peninsula,Chetumal,Carrillo Puerto Presico C-LL-P,Presico,Presico MX,Présico,México,México,Carrillo Puerto Presico,P
CHETUMAL-C-R1,Sur,Peninsula,Chetumal,Chetumal La Casita C-M,La Casita,La Casita,Présico,México,México,Chetumal La Casita,C
CHETUMAL-C-R2,Sur,Peninsula,Chetumal,Chetumal La Casita C-M,La Casita,La Casita,Présico,México,México,Chetumal La Casita,C
CHETUMAL-M-R1,Sur,Peninsula,Chetumal,Chetumal La Casita C-M,La Casita,La Moderna,Présico,México,México,Chetumal La Casita,M
CHETUMAL-M-R2,Sur,Peninsula,Chetumal,Chetumal La Casita C-M,La Casita,La Moderna,Présico,México,México,Chetumal La Casita,M
CHETUMAL-LL-R1,Sur,Peninsula,Chetumal,Chetumal Presico LL-P,Presico,La Lupita,Présico,México,México,Chetumal Presico,LL
CHETUMAL-P-R1,Sur,Peninsula,Chetumal,Chetumal Presico LL-P,Presico,Presico MX,Présico,México,México,Chetumal Presico,P
CHETUMAL-P-R2,Sur,Peninsula,Chetumal,Chetumal Presico LL-P,Presico,Presico MX,Présico,México,México,Chetumal Presico,P
CANDELARIA-LL-R1,Sur,Peninsula,Escarcega,Candelaria Presico LL-P,Presico,La Lupita,Présico,México,México,Candelaria Presico,LL
CANDELARIA-LL-R2,Sur,Peninsula,Escarcega,Candelaria Presico LL-P,Presico,La Lupita,Présico,México,México,Candelaria Presico,LL
CANDELARIA-P-R1,Sur,Peninsula,Escarcega,Candelaria Presico LL-P,Presico,Presico MX,Présico,México,México,Candelaria Presico,P
CANDELARIA-P-R2,Sur,Peninsula,Escarcega,Candelaria Presico LL-P,Presico,Presico MX,Présico,México,México,Candelaria Presico,P
CIUDAD DEL CARMEN-LL-R1,Sur,Peninsula,Escarcega,Cd del Carmen Presico LL-P,Presico,La Lupita,Présico,México,México,Cd del Carmen Presico,LL
CIUDAD DEL CARMEN-LL-R2,Sur,Peninsula,Escarcega,Cd del Carmen Presico LL-P,Presico,La Lupita,Présico,México,México,Cd del Carmen Presico,LL
CIUDAD DEL CARMEN-P-R1,Sur,Peninsula,Escarcega,Cd del Carmen Presico LL-P,Presico,Presico MX,Présico,México,México,Cd del Carmen Presico,P
ESCARCEGA-C-R1,Sur,Peninsula,Escarcega,Escarcega La Casita C-LL,La Casita,La Casita,Présico,México,México,Escarcega La Casita,C
ESCARCEGA-C-R2,Sur,Peninsula,Escarcega,Escarcega La Casita C-LL,La Casita,La Casita,Présico,México,México,Escarcega La Casita,C
ESCARCEGA-C-R3,Sur,Peninsula,Escarcega,Escarcega La Casita C-LL,La Casita,La Casita,Présico,México,México,Escarcega La Casita,C
ESCARCEGA-LL-R1,Sur,Peninsula,Escarcega,Escarcega La Casita C-LL,La Casita,La Lupita,Présico,México,México,Escarcega La Casita,LL
ESCARCEGA-M-R1,Sur,Peninsula,Escarcega,Escarcega La Moderna,La Moderna,La Moderna,Présico,México,México,Escarcega La Moderna,M
ESCARCEGA-M-R2,Sur,Peninsula,Escarcega,Escarcega La Moderna,La Moderna,La Moderna,Présico,México,México,Escarcega La Moderna,M
ESCARCEGA-M-R3,Sur,Peninsula,Escarcega,Escarcega La Moderna,La Moderna,La Moderna,Présico,México,México,Escarcega La Moderna,M
ESCARCEGA-P-R1,Sur,Peninsula,Escarcega,Escarcega Presico,Presico,Presico MX,Présico,México,México,Escarcega Presico,P
ESCARCEGA-P-R2,Sur,Peninsula,Escarcega,Escarcega Presico,Presico,Presico MX,Présico,México,México,Escarcega Presico,P
ESCARCEGA-P-R3,Sur,Peninsula,Escarcega,Escarcega Presico,Presico,Presico MX,Présico,México,México,Escarcega Presico,P
MERIDA-C-R1,Sur,Peninsula,Merida,Merida La Casita C-LL-M,La Casita,La Casita,Présico,México,México,Merida La Casita,C
MERIDA-C-R4,Sur,Peninsula,Merida,Merida La Casita C-LL-M,La Casita,La Casita,Présico,México,México,Merida La Casita,C
MERIDA-LL-R1,Sur,Peninsula,Merida,Merida La Casita C-LL-M,La Casita,La Lupita,Présico,México,México,Merida La Casita,LL
MERIDA-M-R2,Sur,Peninsula,Merida,Merida La Casita C-LL-M,La Casita,La Moderna,Présico,México,México,Merida La Casita,M
MERIDA-P-R3,Sur,Peninsula,Merida,Merida Presico P-PU,Presico,Presico MX,Présico,México,México,Merida Presico,P
MERIDA-P-R4,Sur,Peninsula,Merida,Merida Presico P-PU,Presico,Presico MX,Présico,México,México,Merida Presico,P
MERIDA-PU-R1,Sur,Peninsula,Merida,Merida Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Merida Presico,PU
MERIDA-PU-R2,Sur,Peninsula,Merida,Merida Presico P-PU,Presico,Prestamos Unidos,Présico,México,México,Merida Presico,PU
MOTUL-M-R1,Sur,Peninsula,Merida,Motul PU M-PU,Prestamos Unidos,La Moderna,Présico,México,México,Motul PU,M
MOTUL-PU-R1,Sur,Peninsula,Merida,Motul PU M-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Motul PU,PU
MOTUL-PU-R2,Sur,Peninsula,Merida,Motul PU M-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Motul PU,PU
MOTUL-PU-R3,Sur,Peninsula,Merida,Motul PU M-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Motul PU,PU
TICUL-C-R6,Sur,Peninsula,Merida,Ticul La Casita C-M-P-PU,La Casita,La Casita,Présico,México,México,Ticul La Casita,C
TICUL-P-R5,Sur,Peninsula,Merida,Ticul La Casita C-M-P-PU,La Casita,Presico MX,Présico,México,México,Ticul La Casita,P
TICUL-PU-R1,Sur,Peninsula,Merida,Ticul La Casita C-M-P-PU,Prestamos Unidos,Prestamos Unidos,Présico,México,México,Ticul La Casita,PU
